tweet,brand_product,sentiment,tweet_tokens,hashtag_count,mention_count,weblink_count,tweet_length,punct_count
#sxsw #ux #ipad #uxdes remember to ultimately be aware of the audience your app is targeted towards. An unexpected experience can be good.,iPad,0,"['sxsw', 'ux', 'ipad', 'uxdes', 'remember', 'ultimately', 'aware', 'audience', 'app', 'targeted', 'towards', 'unexpected', 'experience', 'good']",4,0,0,23,2
The Apple #iPAD2 has taken #SxSW and #Austin by storm.. {link} @mention excited to a be a part #mobile,iPad,1,"['apple', 'ipad2', 'taken', 'sxsw', 'austin', 'storm', 'link', 'mention', 'excited', 'part', 'mobile']",4,1,1,19,2
I can haz #iPad2 ifrom #SxSW Gr8 {link},iPad,1,"['haz', 'ipad2', 'ifrom', 'sxsw', 'gr8', 'link']",2,0,1,8,0
"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",iPad,1,"['stack', 'ipad2s', 'waiting', 'bought', 'sxsw', 'got', 'mine', 'hassle', 'apple', 'handled', 'perfectly', 'link']",2,0,1,21,4
"#Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",Google,0,"['google', 'mobile', 'future', 'elusive', 'power', 'link', 'via', 'mention', 'eurorscg', 'sxsw', 'sxswi']",5,1,1,15,6
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,Google,1,"['smallbiz', 'need', 'review', 'play', 'google', 'placeswe', 'got', 'app', 'thatlink', 'seo', 'sxsw']",3,0,1,17,3
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,Google,0,"['smallbiz', 'need', 'review', 'play', 'google', 'placeswe', 'got', 'app', 'thatlink', 'seo', 'sxsw']",3,0,1,17,3
"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",Apple,0,"['samsung', 'sony', 'follow', 'apple', 'hp', 'lead', 'mention', 'link', 'austin', 'atx', 'sxsw']",7,1,1,11,2
"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",Apple,0,"['samsung', 'sony', 'follow', 'apple', 'hp', 'lead', 'mention', 'link', 'austin', 'atx', 'sxsw', 'via', 'mention', 'rg']",7,2,1,14,4
"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",iPhone,1,"['take', 'sxsw', 'rt', 'mention', 'major', 'south', 'korean', 'director', 'get', '130000', 'make', 'movie', 'entirely', 'iphone', 'link']",1,1,1,20,4
"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",Apple,1,"['beautiful', 'sxsw', 'mention', 'apple', 'store', 'sxsw', 'pic', 'link']",1,1,1,8,6
Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,Google,0,"['q1', 'sxsw', 'sxswi', 'prep', 'amazing', 'pre', 'push', 'locally', 'focus', 'location', 'based', 'google', 'owns', '10', 'region', 'billboard', 'pr20chat']",3,0,0,23,5
Any other #Sxsw accounts I need to follow or apps to download for iPhone?,iPhone,0,"['sxsw', 'account', 'need', 'follow', 'apps', 'download', 'iphone']",1,0,0,14,1
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,iPhone,0,"['headed', 'sxsw', 'want', 'sharegather', 'contact', 'info', 'link', 'turn', 'iphone', 'business', 'card', 'broadcaster']",1,0,1,19,3
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},iPhone,0,"['headed', 'sxsw', 'want', 'sharegather', 'contact', 'info', 'link', 'turn', 'iphone', 'link']",1,0,2,17,5
BTW - The #sxsw Apple store is sold out of all 3G models (VZW & AT&T).,Apple,0,"['btw', 'sxsw', 'apple', 'store', 'sold', '3g', 'model', 'vzw', 'att']",1,0,0,14,6
Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},iPad or iPhone App,1,"['must', 'sxsw', 'app', 'rt', 'mention', 'lovely', 'review', 'forbes', 'sxsw', 'ipad', 'app', 'holler', 'gram', 'link']",1,1,1,18,2
Temporary #sxsw apple store. Apple being sneaky as usual {link},Apple,1,"['temporary', 'sxsw', 'apple', 'store', 'apple', 'sneaky', 'usual', 'link']",1,0,1,10,1
Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,Apple,0,"['anyone', 'sxsw', 'popup', 'apple', 'store', 'austin', 'thats', 'gotta', 'hopping', 'place', 'today']",1,0,0,18,4
@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana. Cool app.,iPad or iPhone App,1,"['mention', 'sxsw', 'beta', 'testing', 'interactive', 'book', 'ipad', 'app', 'moonbot', 'studio', 'louisiana', 'cool', 'app']",1,1,0,17,2
Apple won #SxSW from day one. Seeing a TON of #iPad2,iPad,1,"['apple', 'sxsw', 'day', 'one', 'seeing', 'ton', 'ipad2']",2,0,0,11,1
#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw Tonight @mention bo.lt house,Apple,0,"['fastball', 'sxsw', 'giving', 'away', 'two', 'new', 'ipad2', 'wifi', '32g', 'black', 'apple', 'cover', 'tweet', 'mention', 'fo', 'info', 'sxswi', 'attsxsw', 'tonight', 'mention', 'bolt', 'house']",4,2,0,23,1
Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,Apple,0,"['anyone', 'sxsw', 'chance', 'check', 'popup', 'apple', 'store', 'wondering', 'worth', 'trek', 'convention', 'center']",1,0,0,24,5
@mention #sxsw ipad store sold out of everything except 64gig wifi only white @mention Did you manage to get yours?,iPad,1,"['mention', 'sxsw', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white', 'mention', 'manage', 'get']",1,2,0,20,1
@mention #sxsw ipad store sold out of everything except 64gig wifi only white also known as the white jeans configuration.,iPad,1,"['mention', 'sxsw', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white', 'also', 'known', 'white', 'jean', 'configuration']",1,1,0,20,1
Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,1,"['offered', 'sxsw', 'ipad', 'promo', 'ninjafinder', 'user', 'fan', 'sxsw', 'suck', 'sxsw']",3,0,0,22,2
@mention #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,Google,0,"['mention', 'sxsw', 'austin', 'conference', 'google', 'search', 'interactive', 'music', 'film']",1,1,0,15,5
Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,iPad,0,"['anyone', 'sxsw', 'know', 'apple', 'selling', 'ipad', '2']",1,0,0,14,3
Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,iPad,0,"['anyone', 'sxsw', 'know', 'apple', 'store', 'new', 'shipment', 'ipads', 'yet']",1,0,0,16,1
Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,iPad or iPhone App,0,"['marc', 'ecko', 'sxsw', 'launch', 'iphone', 'app', 'autodial', 'political', 'change', 'link', 'edreform', 'edtech', 'eduvc', 'fightthepaddle']",6,0,1,15,2
#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,1,"['poursite', 'sxsw', 'learning', 'lifechanging', 'impact', 'ipad', 'real', 'people', 'actual', 'life', 'bravo']",2,0,0,16,4
@mention #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,iPhone,1,"['mention', 'sxsw', 'lonelyplanet', 'austin', 'guide', 'iphone', 'free', 'limited', 'time', 'link', 'lp', 'travel']",4,1,1,16,0
"More free #SXSW mp3 downloads, this time from iTunes: {link}",Apple,0,"['free', 'sxsw', 'mp3', 'downloads', 'time', 'itunes', 'link']",1,0,1,10,2
Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,Google,0,"['anyone', 'sxsw', 'heading', 'aclu', 'event', 'seen', 'owt', 'google', 'circle']",1,0,0,16,1
@mention #SXSW prompt for memory: go to Google map and describe a childhood walk,Google,0,"['mention', 'sxsw', 'prompt', 'memory', 'go', 'google', 'map', 'describe', 'childhood', 'walk']",1,1,0,14,1
The Apple #SXSW store still has iPad 2's and short lines.,iPad,1,"['apple', 'sxsw', 'store', 'still', 'ipad', '2', 'short', 'line']",1,0,0,11,2
"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,1,"['left', 'sxsw', 'tradeshow', 'demo', 'mention', 'google', 'theatre', 'ok', 'get', 'see', 'presenter', 'using']",1,1,0,25,4
"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",Google,0,"['following', 'sxsw', 'tweet', 'google', 'realtime', 'four', 'platform', 'tweet', 'deck', 'listening', 'panel', 'realizing', 'im', 'spoken', 'one', 'today']",1,0,0,23,4
Anyone at #sxsw want an iPad 2? I'm in line and will pick one up for someone willing to pay me 50 for me to grab 1 for you?,iPad,0,"['anyone', 'sxsw', 'want', 'ipad', '2', 'im', 'line', 'pick', 'one', 'someone', 'willing', 'pay', '50', 'grab', '1']",1,0,0,29,3
Anyone at #sxsw want to make a quick hundred dollars? New #ipad2 from ad hoc apple store here gets hundred plus cost!,iPad,1,"['anyone', 'sxsw', 'want', 'make', 'quick', 'hundred', 'dollar', 'new', 'ipad2', 'ad', 'hoc', 'apple', 'store', 'get', 'hundred', 'plus', 'cost']",2,0,0,22,2
Solving a #SXSW-induced iPhone-in-toilet crisis at Apple Store with @mention (not my crisis for once),iPhone,0,"['solving', 'sxswinduced', 'iphoneintoilet', 'crisis', 'apple', 'store', 'mention', 'crisis']",1,1,0,15,5
"Monday at #sxsw: barry diller, new york times, congress lunch, W Hotel party, Google party, six dirty martinis. How mondays should be.",Google,1,"['monday', 'sxsw', 'barry', 'diller', 'new', 'york', 'time', 'congress', 'lunch', 'w', 'hotel', 'party', 'google', 'party', 'six', 'dirty', 'martini', 'monday']",1,0,0,22,8
Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,Apple,0,"['attending', 'sxsw', 'austin', 'guide', 'mention', 'free', 'download', 'itunes', 'link', 'lp']",2,1,1,15,2
"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7.",iPad or iPhone App,0,"['seriously', 'sxsw', 'testing', 'mobile', 'apps', 'constant', 'ipad', 'crash', 'causing', 'lost', 'schedule', 'sync', 'wp7']",1,0,0,22,4
Ready for #SXSW?! Here are some iPhone apps 2 make ur blogging easier | {link} #SXSW #SXSWi,iPad or iPhone App,1,"['ready', 'sxsw', 'iphone', 'apps', '2', 'make', 'ur', 'blogging', 'easier', 'link', 'sxsw', 'sxswi']",3,0,1,16,3
ipad2 and #sxsw...a conflagration of doofusness. {link},iPad,0,"['ipad2', 'sxswa', 'conflagration', 'doofusness', 'link']",1,0,1,7,4
attention #sxsw'ers - {link} - rumored pop-up temporary Apple store for all your #sxsw iPad 2 launch needs.,Apple,1,"['attention', 'sxswers', 'link', 'rumored', 'popup', 'temporary', 'apple', 'store', 'sxsw', 'ipad', '2', 'launch', 'need']",2,0,1,16,5
I went to #sxswi and all I won was this lousy #iPad #sxsw :-) :-) {link},iPad,1,"['went', 'sxswi', 'lousy', 'ipad', 'sxsw', 'link']",3,0,1,14,6
Attending #SXSWi? Work in iPhone / iPad game development? Looking to hire an Austin-based iOS developer? I'm your man. Let's talk. #SXSW,iPad,0,"['attending', 'sxswi', 'work', 'iphone', 'ipad', 'game', 'development', 'looking', 'hire', 'austinbased', 'io', 'developer', 'im', 'man', 'let', 'talk', 'sxsw']",2,0,0,21,9
This is a #WINNING picture #android #google #sxsw {link},Android,1,"['winning', 'picture', 'android', 'google', 'sxsw', 'link']",4,0,1,9,0
GSD&M + Google 7-10. RT @mention What's the best party to hit tonight? #sxsw @mention @mention,Google,0,"['gsdm', 'google', '710', 'rt', 'mention', 'whats', 'best', 'party', 'hit', 'tonight', 'sxsw', 'mention', 'mention']",1,3,0,15,6
GSD&M + Google Industry Party #SXSW @mention great to meet you {link},Google,0,"['gsdm', 'google', 'industry', 'party', 'sxsw', 'mention', 'great', 'meet', 'link']",1,1,1,11,2
"You spent $1,000+ to come to SXSW. 

You've already used iPad 1. 

The wait is a couple city blocks. 

Why? #ipad2 #SXSW {link}",iPad,0,"['spent', '1000', 'come', 'sxsw', 'youve', 'already', 'used', 'ipad', '1', 'wait', 'couple', 'city', 'block', 'ipad2', 'sxsw', 'link']",2,0,1,23,8
#sxsw day 1 - Marissa Mayer: Google Will Connect the Digital & Physical Worlds Through Mobile {link},Google,0,"['sxsw', 'day', '1', 'marissa', 'mayer', 'google', 'connect', 'digital', 'physical', 'world', 'mobile', 'link']",1,0,1,15,3
Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,iPhone,1,"['behind', '100', 'email', 'give', '1', 'line', 'iphone', 'composed', 'reply', 'sxsw', 'protip']",2,0,0,15,2
It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,iPad,1,"['like', '10pm', 'night', 'line', 'around', 'block', 'popup', 'apple', 'store', 'selling', 'ipad2s', 'sxsw']",1,0,0,21,2
more than 150 million mobile users for Google Maps for Mobile #SXSW,Google,0,"['150', 'million', 'mobile', 'user', 'google', 'map', 'mobile', 'sxsw']",1,0,0,12,0
"Currently 150 people in line at the ""Pop Up Apple Store"" #sxsw",Apple,0,"['currently', '150', 'people', 'line', 'pop', 'apple', 'store', 'sxsw']",1,0,0,12,2
"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",iPad,0,"['ipad', '2', 'available', 'sxsw', '64gb', 'wifionly', 'model', '699', 'plus', 'optional', 'leather', 'smart', 'cover', '69']",1,0,0,22,7
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,0,"['le', '2', 'hour', 'announce', 'detail', 'ipad', '2', 'giveaway', 'sxsw', 'sxswi']",2,0,0,16,1
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",iPad,0,"['im', '2', 'ipad', '2', 'seen', 'wild', 'people', 'say', 'fast', 'still', 'pic', 'terrible', 'sxsw']",1,0,0,23,4
(The iPad 2 queue at #sxsw of course,iPad,0,"['ipad', '2', 'queue', 'sxsw', 'course']",1,0,0,8,1
The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},iPad,1,"['ipad', '2', 'take', 'sxsw', 'video', 'mention', 'link']",2,1,1,10,3
many iPad 2's snapping away at the keynote slides! #sxsw,iPad,1,"['many', 'ipad', '2', 'snapping', 'away', 'keynote', 'slide', 'sxsw']",1,0,0,10,2
Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,Apple,0,"['apple', '200m', 'user', 'credit', 'card', 'syncd', 'itunes', 'one', 'click', 'purchase', 'winning', 'sxsw']",2,0,0,15,4
"Having my 2nd cocktail ""Texas Snowflake"" ( @mention google it!!) at the #CNNGrill #SxSw",Google,0,"['2nd', 'cocktail', 'texas', 'snowflake', 'mention', 'google', 'cnngrill', 'sxsw']",2,1,0,13,6
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,1,"['new', 'post', '3', 'iphone', 'apps', 'well', 'using', 'south', 'southwest', 'interactive', 'link', 'sxsw', 'sxswi']",2,0,1,16,2
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},iPhone,0,"['new', 'post', '3', 'iphone', 'apps', 'well', 'using', 'south', 'southwest', 'interactive', 'sxsw', 'sxswi', 'link']",2,0,1,16,2
sweet new 3-d google maps demo going on in ballroom D #SXSW,Other Google product or service,1,"['sweet', 'new', '3d', 'google', 'map', 'demo', 'going', 'ballroom', 'sxsw']",1,0,0,12,1
More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,Other Google product or service,1,"['35', 'million', 'mile', 'per', 'day', 'driving', 'google', 'map', 'navigation', 'sxsw']",1,0,0,14,1
rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider  about 250 people! Only one more hour. ' #sxsw,iPad,0,"['rt', '4', 'pm', 'ipad2', 'line', 'apple', 'store', 'longer', 'wider', '250', 'people', 'one', 'hour', 'sxsw']",2,0,0,24,7
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",iPhone,0,"['u', 'smart', '4', 'packing', 'extra', 'rt', 'mention', 'way', 'sunny', 'austin', 'sxsw', 'extra', 'iphone', 'stow', 'case', 'mention', 'mention']",1,3,0,25,6
"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections. #sxsw #lbsWars",Google,0,"['wonder', '4sqwill', 'attempt', 'block', 'gowalla', 'crosscheckins', 'way', 'facebook', 'blocked', 'google', 'contact', 'connection', 'sxsw', 'lbswars']",2,0,0,17,4
#SXSW day 5 at the #apple store and there's still a line...and growing {link},Apple,1,"['sxsw', 'day', '5', 'apple', 'store', 'there', 'still', 'lineand', 'growing', 'link']",2,0,1,14,4
"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice & ice cream. #sxsw",Apple,0,"['wandering', '6th', 'street', 'girl', 'stopped', 'ceviche', 'mojitos', 'apple', 'juice', 'ice', 'cream', 'sxsw']",1,0,0,15,5
"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",Android App,1,"['youre', 'band', 'sxsw', 'want', 'share', 'track', 'audience', 'stage', 'use', 'frostwire', 'android', 'there', 'wifi', 'available']",1,0,0,25,4
We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon & we're attending #SXSW,Google,0,"['weve', 'got', 'busy', 'week', 'ahead', 'new', 'book', 'google', 'apps', 'available', 'amazon', 'attending', 'sxsw']",2,0,0,20,4
"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",iPad,0,"['believe', 'went', 'aussie', 'sxsw', 'rt', 'mention', 'ipad', '2', 'sold', '70', 'went', 'new', 'buyer', 'report', 'link']",1,1,1,22,5
@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,Google,0,"['mention', 'google', 'spreadsheet', '270', 'party', 'sxsw', 'year', 'oo', 'link', 'mention', 'plan', 'going', 'sxsw', 'party']",2,2,1,22,1
"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. ""I'm that guy,"" he told me. #sxsw",Apple,0,"['guy', 'line', 'apple', 'popup', 'store', 'sixth', 'street', 'austin', 'im', 'guy', 'told', 'sxsw']",1,0,0,22,8
if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,iPad or iPhone App,1,"['u', 'iphone', 'dont', 'need', 'caruse', 'zimride', 'etc', 'share', 'ride', 'sxsw', 'shareable']",2,0,0,17,3
"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",iPad,0,"['ive', 'seen', 'lot', 'tablet', 'every', 'single', 'one', 'ipad', 'sxsw']",1,0,0,16,3
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,iPhone,0,"['receiving', 'lot', 'mention', 'message', 'telling', 'im', 'sexy', 'response', 'post', 'looking', 'meet', 'fellow', 'christian', 'iphone', 'devs', 'sxsw']",1,1,0,24,1
